,Unnamed: 0,id,thread_number,timestamp,text,retweets,likes,replies,url,full_text
143,143,979054943633133568,Thread 6,1522259863,"(1)Once upon a crime, in the land of Democrapia on the continent of Liberalia lived a HOE named Stormy. 

DemocrapiÂ https://t.co/YqadtwX9sL",101,129,9,https://t.co/YqadtwX9sL,"(1)Once upon a crime, in the land of Democrapia on the continent of Liberalia lived a HOE named Stormy.
Democrapia, which was once called the United States, had fallen on hard times since the DemaGODS, as they now called themselves, had taken over.
#disneyprincess
External Tweet loading...
If nothing shows, it may have been deleted
by @Education4Libs
view original on Twitter"
144,144,979055084620451843,Thread 6,1522259896,"(2) All around Democrapia buildings were crumbling where great ones once stood, and all the apartments had been subÂ https://t.co/ACF1stZ5nl",10,14,1,https://t.co/ACF1stZ5nl,"(2)
All around Democrapia buildings were crumbling where great ones once stood, and all the apartments had been sub divided into even smaller and smaller apartments, the only exception to this was capital hill, where the great mansions of the DemoGods stood!
#disneyprincess"
145,145,979055238182252550,Thread 6,1522259933,(3) Stormy has been raised in one of those small apartments called a 3x3 grand safespace of happiness. The 3X3 wasÂ https://t.co/K9n7koak83,3,7,2,https://t.co/K9n7koak83,"(3)
Stormy has been raised in one of those small apartments called a 3x3 grand safespace of happiness. The 3X3 was believed 2 have come from the subdivision of a 3 bedroom apt into 3 smaller 3 bedroom apts, but that was not an accepted “fact” by the Demagods,
#disneyprincess"
146,146,979055402078924806,Thread 6,1522259972,(4) Everyone was hopeful of the DemaGODS promise of MANSIONS 4EVERYONE &amp; believed their plan was soon to take effecÂ https://t.co/4IfQwK2LOW,3,9,1,https://t.co/4IfQwK2LOW,"(4)
Everyone was hopeful of the DemaGODS promise of MANSIONS 4EVERYONE & believed their plan was soon to take effect, after all it was the platform on which they self elected themselves in Last the election that had “forgotten” to include all names on the ballots.
#disneyprincess"
147,147,979055528113508352,Thread 6,1522260002,"(5)However the year had gone just like the previous, &amp; the $$ for the building repairs had disappeared, although itÂ https://t.co/0qyp3BGksI",4,11,1,https://t.co/0qyp3BGksI,"(5)However the year had gone just like the previous, & the $$ for the building repairs had disappeared, although it was claimed 2 all be spent, &the employees responsible4 doing the repair were still sitting in their office lounges, always working on paper work. .
#disneyprincess"
148,148,979055579393150978,Thread 6,1522260014,"(6) At 5 years old Stormy accidentally entered the gov maintenance building in which she lived, &amp; stumbled upon allÂ https://t.co/qhwmme37CV",4,9,1,https://t.co/qhwmme37CV,"(6)
At 5 years old Stormy accidentally entered the gov maintenance building in which she lived, & stumbled upon all the employees arguing over whose job it was2 punch everyone in, & wondered if this was the reason the repairs had never been made to the buildings.
#disneyprincess"
149,149,979055652579442689,Thread 6,1522260032,"(7) So stormy asked her mother if this was the reason, &amp; she said ""well Stephanie Cliff, the reason the $ keeps disÂ https://t.co/Pp3Nm6AJFV",7,16,1,https://t.co/Pp3Nm6AJFV,"(7)
So stormy asked her mother if this was the reason, & she said ""well Stephanie Cliff, the reason the $ keeps disappearing is cause of Russian hackers keep stealing the $, but don’t worry the investigation was drawing to it close in its 25th year.”
#disneyprincess"
150,150,979055723299721218,Thread 6,1522260049,"(8) Stormy hated that her mother called her Stephanie, and insisted although she was white, that was her slave nameÂ https://t.co/SghQFFSgj0",4,15,1,https://t.co/SghQFFSgj0,"(8)
Stormy hated that her mother called her Stephanie, and insisted although she was white, that was her slave name, and preferred everyone just called her STORMY. She also hated having a last name because it reminded her that she had never met her father.
#disneyprincess"
151,151,979055774164029440,Thread 6,1522260061,"9) It was that same year in which Stormy had become convinced that she was a  princess, &amp; had been mistakenly placeÂ https://t.co/U0uXIyRxgN",2,12,2,https://t.co/U0uXIyRxgN,"9)
It was that same year in which Stormy had become convinced that she was a princess, & had been mistakenly placed in the wrong part of the city. Of this she was sure!
#disneyprincess"
152,152,979055844775088128,Thread 6,1522260078,"10) Knowing in her own mind her royal status, she blamed rampant racism prevented her claim to her throne.  She repÂ https://t.co/WC2FmcIOIq",5,13,1,https://t.co/WC2FmcIOIq,"10)
Knowing in her own mind her royal status, she blamed rampant racism prevented her claim to her throne. She repeatedly made her case to school counselors, who agreed she could make that choice, but often questioned if she was sure she wasn’t a prince?
#disneyprincess"
153,153,979056088405430274,Thread 6,1522260136,"(11) As stormy grew older, her unclaimed thrown weighed on her, &amp;at the age of 13 she decided 2 make it official byÂ https://t.co/eCbHP4GYzH",4,12,2,https://t.co/eCbHP4GYzH,"(11)
As stormy grew older, her unclaimed thrown weighed on her, &at the age of 13 she decided 2 make it official by getting the word PRINCESS tattooed on her backside. She swore off appropriate clothing no matter the weather so all could see her true title that now adorned"
154,154,979056256425037826,Thread 6,1522260176,(12) Stormy then began the process of making the world aware of her royal status by opening up a social media accouÂ https://t.co/aXcgHA7XWD,4,13,1,https://t.co/aXcgHA7XWD,"(12)
Stormy then began the process of making the world aware of her royal status by opening up a social media account, & settling on the name @princess115994 finding the previous 115993 princesses taken. Everyday she posted pictures of herself w/ various crowns.
#disneyprincess"
155,155,979056359734956032,Thread 6,1522260200,(13) It was later that year that nearing the age of 14 that she had wandered next 2 the huge wall that surrounded cÂ https://t.co/jO7HSTjwY8,5,15,1,https://t.co/jO7HSTjwY8,"(13)
It was later that year that nearing the age of 14 that she had wandered next 2 the huge wall that surrounded capitol hill. She remembered her mother telling her of the time when ppl though a wall would protect the country from foreigners.
#Disneyprincess"
156,156,979056447542657027,Thread 6,1522260221,"(14) Stormy thought maybe if the foreigners were checked, it might have prevented the new project of the subdividinÂ https://t.co/u8lC1Y7DiC",6,17,1,https://t.co/u8lC1Y7DiC,"(14)
Stormy thought maybe if the foreigners were checked, it might have prevented the new project of the subdividing the apartments that had already been subdivided. But she stopped herself, remembering that school had taught her that walls were racist
#Disneyprincess"
157,157,979056541146939394,Thread 6,1522260244,(15) she also saw the sign along the wall was advertising the subdivision as the 3X3X3 of extreme happiness and lovÂ https://t.co/IBaOzkPLZg,2,8,1,https://t.co/IBaOzkPLZg,"(15)
she also saw the sign along the wall was advertising the subdivision as the 3X3X3 of extreme happiness and love, and noted that facts had shown they actually made people 27 times more happy.
#disneyprincess"
158,158,979056746923741184,Thread 6,1522260293,"(16) As she thought about her own situation of reclaiming her deserved throne, a man came through the gates of theÂ https://t.co/nD1KU3juPu",3,7,1,https://t.co/nD1KU3juPu,"(16)
As she thought about her own situation of reclaiming her deserved throne, a man came through the gates of the wall, She recognized him as one of the more popular DemaGODS, & could not help staring at his face, he was surrounded by ppl on both sides with countering requests."
159,159,979056856244072449,Thread 6,1522260319,"(17)What struck Stormy the most about his face was that although he faced w/ two opposing arguments, he was able toÂ https://t.co/Wf5lcggV63",2,9,1,https://t.co/Wf5lcggV63,"(17)What struck Stormy the most about his face was that although he faced w/ two opposing arguments, he was able to split his face in two and seemingly smile and agree with both groups of people. She wondered if she too with practice could split her countenance?
#disneyprincess"
160,160,979056909276860417,Thread 6,1522260331,"(18) Then the man stopped mid-sentence, &amp; turned towards her.  As he got closer he began speaking, she could not maÂ https://t.co/ZozRW5fc9x",2,5,2,https://t.co/ZozRW5fc9x,"(18)
Then the man stopped mid-sentence, & turned towards her. As he got closer he began speaking, she could not make much sense of his comments it seemed to be about daily occurrences but at the same time seemed sexual in nature although not provable.
#disneyprincess"
161,161,979057046296387584,Thread 6,1522260364,"(19) Next he asked her name, and when she told him stormy,

 he said ÂI was almost sure you were a princess. Â

AndÂ https://t.co/fEWNI4Ze8z",3,6,1,https://t.co/fEWNI4Ze8z,"(19)
Next he asked her name, and when she told him stormy,
he said “I was almost sure you were a princess. “
And Stormy said how “did you know”,
He looked at her backside, then back at her and said “sometimes you just know these things”
#disneyprincess"
162,162,979057112268595201,Thread 6,1522260380,(20) He then asked if she would like to accompany him to his private dining location because it was much more fittiÂ https://t.co/4oYqOZk5v0,2,8,1,https://t.co/4oYqOZk5v0,"(20)
He then asked if she would like to accompany him to his private dining location because it was much more fitting for a princess, and stormy immediately agreed! For the first time she was happy that someone else knew the fact she was a princess.
#disneyprincess"
163,163,979057236755603456,Thread 6,1522260409,"(21) 3 days had passed and over the course of those many many many days, Stormy had become sure she was in love witÂ https://t.co/mmcE34RWqN",2,6,1,https://t.co/mmcE34RWqN,"(21)
3 days had passed and over the course of those many many many days, Stormy had become sure she was in love with this DemaGOD.
Likewise he too had promised that he loved her, and that would leave his wife as soon as she was old enough.
#disneyprincess"
164,164,979057301997916162,Thread 6,1522260425,(22) They also began seeing each other every afternoon. The DemaGOD made sure to tell Stormy that for her own proteÂ https://t.co/h8ovqKfHEG,4,5,1,https://t.co/h8ovqKfHEG,"(22)
They also began seeing each other every afternoon. The DemaGOD made sure to tell Stormy that for her own protection it must remain a secret between them! Again he repeated it was for her own protection, the public would harm her if the public knew.
#disneyprincess"
